SPASE_AlternateName,HelioData_long_name
['Observatory Station Code: PAB'],Observatory Station Code: PAB
"['Petropavlovsk', 'Observatory Station Code: PET']",Observatory Station Code: PET
['Observatory Station Code: PSM'],Observatory Station Code: PSM
['Observatory Station Code: PKS'],Observatory Station Code: PKS
['Observatory Station Code: IRT'],Observatory Station Code: IRT
"['Penteli', 'Observatory Station Code: PEG']",Observatory Station Code: PEG
['Observatory Station Code: PEL'],Observatory Station Code: PEL
['Observatory Station Code: PEB'],Observatory Station Code: PEB
['Polar Experimental Network for Geospace Upper atmosphere Investigations'],Polar Experimental Network for Geospace Upper atmosphere Investigations
['Observatory Station Code: PG0'],Observatory Station Code: PG0
['Observatory Station Code: PG1'],Observatory Station Code: PG1
['Observatory Station Code: PG2'],Observatory Station Code: PG2
['Observatory Station Code: PG3'],Observatory Station Code: PG3
['Observatory Station Code: PG4'],Observatory Station Code: PG4
['Observatory Station Code: PG5'],Observatory Station Code: PG5
['Observatory Station Code: PTRS'],Observatory Station Code: PTRS
['Observatory Station Code: PBK'],Observatory Station Code: PBK
['Observatory Station Code: PHU'],Observatory Station Code: PHU
['Observatory Station Code: PIL'],Observatory Station Code: PIL
['Observatory Station Code: PINA'],Observatory Station Code: PINA
['Observatory Station Code: PINE'],Observatory Station Code: PINE
['Observatory Station Code: PIO'],Observatory Station Code: PIO
['Observatory Station Code: PTU'],Observatory Station Code: PTU
"['Minsk', 'Observatory Station Code: MNK']",Observatory Station Code: MNK
['Observatory Station Code: POD'],Observatory Station Code: POD
['Observatory Station Code: POKR'],Observatory Station Code: POKR
['Observatory Station Code: PND'],Observatory Station Code: PND
['Observatory Station Code: CZT'],Observatory Station Code: CZT
['Observatory Station Code: PAF'],Observatory Station Code: PAF
['Observatory Station Code: PST'],Observatory Station Code: PST
['Observatory Station Code: PBQ'],Observatory Station Code: PBQ
['Observatory Station Code: PCU'],Observatory Station Code: PCU
['Observatory Station Code: ROTH'],Observatory Station Code: ROTH
['Observatory Station Code: PGEO'],Observatory Station Code: PGEO
['Observatory Station Code: PRU'],Observatory Station Code: PRU
['Observatory Station Code: PBLO'],Observatory Station Code: PBLO
['Observatory Station Code: PCEL'],Observatory Station Code: PCEL
['Observatory Station Code: PUVR'],Observatory Station Code: PUVR
"['Observatory Station Code: THL', 'Thule Geophysical Observatory']",Observatory Station Code: THL
"['Observatory Station Code: GDH', 'Godhavn Geophysical Observatory']",Godhavn Geophysical Observatory
['Observatory Station Code: QIX'],Observatory Station Code: QIX
['Observatory Station Code: QGZ'],Observatory Station Code: QGZ
['Observatory Station Code: QSB'],Observatory Station Code: QSB
['Observatory Station Code: QZH'],Observatory Station Code: QZH
['Observatory Station Code: QUE'],Observatory Station Code: QUE
[''],Radisson Geophysical Observatory
['RAM'],RAM
['Observatory Station Code: RANK'],Observatory Station Code: RANK
['Observatory Station Code: RAN'],Observatory Station Code: RAN
['Observatory Station Code: REDR'],Observatory Station Code: REDR
['Observatory Station Code: RMUS'],Observatory Station Code: RMUS
['Observatory Station Code: RBAY'],Observatory Station Code: RBAY
['Observatory Station Code: RES'],Observatory Station Code: RES
['Observatory Station Code: RICH'],Observatory Station Code: RICH
['Observatory Station Code: ROB'],Observatory Station Code: ROB
['Observatory Station Code: ROE'],Observatory Station Code: ROE
['Observatory Station Code: RBD'],Observatory Station Code: RBD
[''],Romo Geophysical Observatory
['Observatory Station Code: RVK'],Observatory Station Code: RVK
['Observatory Station Code: RSV'],Observatory Station Code: RSV
['Observatory Station Code: SAB'],Observatory Station Code: SAB
['Observatory Station Code: SBL'],Observatory Station Code: SBL
[''],Southern Auroral Electrojet Index
['Observatory Station Code: STFL'],Observatory Station Code: STFL
['Observatory Station Code: STJ'],Observatory Station Code: STJ
['Observatory Station Code: SALU'],Observatory Station Code: SALU
"['Chain of ground stations in the SAMBA Array.', 'SAMBA Ground Observatory Group']",Chain of ground stations in the SAMBA Array.
[''],Antofagasta
[''],Escudero
[''],La Serena
[''],Los Cerrillos
[''],O'Higgins
[''],Osorno
[''],Puerto Natales
[''],Punta Arenas
[''],Putre
[''],Valdivia
['Observatory Station Code: SATX'],Observatory Station Code: SATX
['Observatory Station Code: SFS'],Observatory Station Code: SFS
['Observatory Station Code: SJG'],Observatory Station Code: SJG
['Observatory Station Code: SPT'],Observatory Station Code: SPT
['Observatory Station Code: SNA'],Observatory Station Code: SNA
['Observatory Station Code: SNKQ'],Observatory Station Code: SNKQ
['Observatory Station Code: SMG'],Observatory Station Code: SMG
['Observatory Station Code: SVS'],Observatory Station Code: SVS
['Observatory Station Code: SCHF'],Observatory Station Code: SCHF
['Observatory Station Code: SCO'],Observatory Station Code: SCO
['Observatory Station Code: SEPT'],Observatory Station Code: SEPT
['Observatory Station Code: SWNO'],Observatory Station Code: SWNO
"['Zo-Se', 'Observatory Station Code: SSH']",Observatory Station Code: SSH
['Observatory Station Code: SHL'],Observatory Station Code: SHL
['Observatory Station Code: SHU'],Observatory Station Code: SHU
['Observatory Station Code: SIL'],Observatory Station Code: SIL
['Observatory Station Code: SSO'],Observatory Station Code: SSO
['Observatory Station Code: SIT'],Observatory Station Code: SIT
['Observatory Station Code: SNAP'],Observatory Station Code: SNAP
['Observatory Station Code: SOD'],Observatory Station Code: SOD
['Observatory Station Code: SOL'],Observatory Station Code: SOL
['Observatory Station Code: SOR'],Observatory Station Code: SOR
"['Grytviken', 'Observatory Station Code: SGE']",Observatory Station Code: SGE
['Observatory Station Code: SPA'],Observatory Station Code: SPA
['Observatory Station Code: STJ'],Observatory Station Code: STJ
['Observatory Station Code: STFD'],Observatory Station Code: STFD
"['Magadan', 'Observatory Station Code: MGD']",Observatory Station Code: MGD
"['Bay St. Louis', 'Observatory Station Code: BSL']",Observatory Station Code: BSL
"['Solar-Terrestrial Energy Program, STEP, Polar Network', 'UAPM', 'Upper Atmospheric Monitoring Program']",Solar Terrestrial Energy Program
['Observatory Station Code: ODE'],Observatory Station Code: ODE
['Observatory Station Code: STO'],Observatory Station Code: STO
['Observatory Station Code: SKT'],Observatory Station Code: SKT
['Observatory Station Code: SUM'],Observatory Station Code: SUM
['Observatory Station Code: SUA'],Observatory Station Code: SUA
['Observatory Station Code: SWI'],Observatory Station Code: SWI
['Observatory Station Code: TAH'],Observatory Station Code: TAH
['Observatory Station Code: TAL'],Observatory Station Code: TAL
['Observatory Station Code: TAM'],Observatory Station Code: TAM
['Observatory Station Code: TNG'],Observatory Station Code: TNG
['Observatory Station Code: TAR'],Observatory Station Code: TAR
[''],Tasiilaq Geophysical Observatory
['Observatory Station Code: TTB'],Observatory Station Code: TTB
['Observatory Station Code: TEH'],Observatory Station Code: TEH
[''],TEIDE Observatory
['Observatory Station Code: TEO'],Observatory Station Code: TEO
['TGO'],TGO
"['Flin Flon', 'Observatory Station Code: TPAS']",Observatory Station Code: TPAS
['Observatory Station Code: TAB'],Observatory Station Code: TAB
['Observatory Station Code: THY'],Observatory Station Code: THY
['Observatory Station Code: TKH'],Observatory Station Code: TKH
['Observatory Station Code: TIK'],Observatory Station Code: TIK
['Observatory Station Code: TIR'],Observatory Station Code: TIR
['Observatory Station Code: TOK'],Observatory Station Code: TOK
['Observatory Station Code: TOL'],Observatory Station Code: TOL
['Observatory Station Code: TMK'],Observatory Station Code: TMK
['Observatory Station Code: TND'],Observatory Station Code: TND
['Observatory Station Code: THJ'],Observatory Station Code: THJ
['Observatory Station Code: TOO'],Observatory Station Code: TOO
[''],Toolik Lake Geophysical Observatory
[''],Trapper Creek Geophysical Observatory
['Observatory Station Code: TRW'],Observatory Station Code: TRW
['Observatory Station Code: TDC'],Observatory Station Code: TDC
['Observatory Station Code: TRD'],Observatory Station Code: TRD
['Observatory Station Code: TRO'],Tromso Geophysical Observatory
['Observatory Station Code: TSU'],Observatory Station Code: TSU
['Observatory Station Code: TUC'],Observatory Station Code: TUC
['Observatory Station Code: TUN'],Observatory Station Code: TUN
"['Upper Atmospheric Monitoring Program', 'STEP', 'Solar-Terrestrial Energy Program, STEP, Polar Network']","Solar-Terrestrial Energy Program, STEP, Polar Network"
[''],Udaipur
['Observatory Station Code: UJJ'],Observatory Station Code: UJJ
['Observatory Station Code: UKIA'],Observatory Station Code: UKIA
['Observatory Station Code: UBA'],Observatory Station Code: UBA
[''],Upernavik Geophysical Observatory
"['Fiby', 'Observatory Station Code: UPS']",Observatory Station Code: UPS
['USGA'],USGA
['Observatory Station Code: UPS'],Observatory Station Code: UPS
['Observatory Station Code: VLDR'],Observatory Station Code: VLDR
['Observatory Station Code: VLJ'],Observatory Station Code: VLJ
['Observatory Station Code: VAL'],Observatory Station Code: VAL
['Observatory Station Code: VSS'],Observatory Station Code: VSS
['Observatory Station Code: VIC'],Observatory Station Code: VIC
['Observatory Station Code: VQS'],Observatory Station Code: VQS
['Observatory Station Code: VSK'],Observatory Station Code: VSK
['Observatory Station Code: VIZ'],Observatory Station Code: VIZ
"['Leningrad', 'Observatory Station Code: LNN']",Observatory Station Code: LNN
['Observatory Station Code: VOS'],Observatory Station Code: VOS
['Observatory Station Code: SVD'],Observatory Station Code: SVD
['Observatory Station Code: WLPS'],Observatory Station Code: WLPS
"['WDC Ground Observatories', 'WDC']",WDC Ground Observatories
['Observatory Station Code: WHIT'],Observatory Station Code: WHIT
['Observatory Station Code: WHS'],Observatory Station Code: WHS
['Observatory Station Code: WHS'],Observatory Station Code: WHS
['Observatory Station Code: WIA'],Observatory Station Code: WIA
['Observatory Station Code: WIK'],Observatory Station Code: WIK
['Observatory Station Code: WIL'],Observatory Station Code: WIL
['Observatory Station Code: WNG'],Observatory Station Code: WNG
['Observatory Station Code: WIT'],Observatory Station Code: WIT
['Observatory Station Code: WRTH'],Observatory Station Code: WRTH
['Observatory Station Code: WHN'],Observatory Station Code: WHN
['Observatory Station Code: YAK'],Observatory Station Code: YAK
"['Tashkent', 'Observatory Station Code: TKT']",Observatory Station Code: TKT
"['Observatory Station Code: YKNF', 'Observatory Station Code: YKC']",Observatory Station Code: YKNF
['Observatory Station Code: YSS'],Observatory Station Code: YSS
['Observatory Station Code: KZN'],Observatory Station Code: KZN
[''],HANET Observatory Network
"['Hawkeye 1', 'Neutral Point Explorer', 'Injun-F', 'Explorer 52']",Neutral Point Explorer
[''],Helios Mission
['Helios-A'],Helios-A
['Helios-B'],Helios-B
[''],HEO-1
[''],HEO-2
[''],HEO-3
[''],Heliophysics Environmental and Radiation Measurement Experiment Suite (HERMES)
[''],Hinode
"['1981-017A', 'Astronomical Satellite-A', 'ASTRO-A']",Astronomical Satellite-A
['International Association of Geomagnetism and Aeronomy'],International Association of Geomagnetism and Aeronomy
"['Aberystwyth', 'IAGA:AWY']",Aberystwyth
"['Abinger', 'IAGA:ABN']",IAGA:ABN
"['Abisko', 'IAGA:ABK']",IAGA:ABK
"['Accra', 'IAGA:ACR']",IAGA:ACR
"['Adak', 'IAGA:ADA']",IAGA:ADA
"['Addis.Ababa', 'IAGA:AAE']",Addis.Ababa
"['Adelaide', 'IAGA:ADE']",Adelaide
"['Aedey', 'IAGA:AED']",IAGA:AED
"['Agincourt', 'IAGA:AGN']",Agincourt
"['Ahmedabad', 'IAGA:AHM']",Ahmedabad
"['Alert', 'IAGA:ALE']",IAGA:ALE
"['Alger.Island', 'IAGA:ALG']",Alger.Island
"['Alibag', 'IAGA:ABG']",IAGA:ABG
"['Alice.Springs', 'IAGA:ASP']",Alice.Springs
"['Allahabad', 'IAGA:ALH']",Allahabad
"['Alma.Ata', 'IAGA:AAA']",Alma.Ata
"['Almeria', 'IAGA:ALM']",IAGA:ALM
"['Aloushta', 'IAGA:ALU']",Aloushta
"['Amatsia', 'IAGA:AMT']",IAGA:AMT
"['Ambarnaya', 'IAGA:AMN']",Ambarnaya
"['Amberley', 'IAGA:AML']",Amberley
"['Amderma', 'IAGA:AMD']",IAGA:AMD
"['Anchorage', 'IAGA:AMU']",Anchorage
"['Ancon', 'IAGA:ANC']",IAGA:ANC
"['Andrews.AFB', 'IAGA:AWS']",Andrews.AFB
"['Angmakssalik', 'IAGA:AMK']",Angmakssalik
"['Angra.Do.Heroismo', 'IAGA:ANH']",Angra.Do.Heroismo
"['Ankara', 'IAGA:ANK']",IAGA:ANK
"['Annamalainagar', 'IAGA:ANN']",Annamalainagar
"['Antananarivo', 'IAGA:TAN']",Antananarivo
"['Antipolo', 'IAGA:ANO']",Antipolo
"['Apatity', 'IAGA:APA']",IAGA:APA
"['Apia', 'IAGA:API']",IAGA:API
"['Arctic.Ice.Flo', 'IAGA:AIF']",Arctic.Ice.Flo
"['Arctic.Village', 'IAGA:AVI']",Arctic.Village
"['Arctowski', 'IAGA:ARC']",Arctowski
"['Arequipa', 'IAGA:ARE']",Arequipa
"['Vernadski', 'IAGA:AIA']",Vernadski
"[""Arkhangel'Sk"", 'IAGA:ARK']",Arkhangel'Sk
"['Arti', 'IAGA:ARS']",IAGA:ARS
"['Ascension.Island', 'IAGA:ASC']",Ascension.Island
"['Vannovskaya', 'IAGA:ASH']",Vannovskaya
"['Aso', 'IAGA:ASO']",IAGA:ASO
"['Asuka.Station', 'IAGA:ASK']",Asuka.Station
"['Athens', 'IAGA:ATH']",IAGA:ATH
"['Au-Tau', 'IAGA:AUT']",IAGA:AUT
"['Auckland.Island', 'IAGA:AUI']",Auckland.Island
"['Averroes', 'IAGA:AVE']",Averroes
"['Back', 'IAGA:BKC']",IAGA:BKC
"['Baclieu', 'IAGA:BCL']",IAGA:BCL
"['Baffin.Island', 'IAGA:BFI']",Baffin.Island
"['Baghdad', 'IAGA:BGH']",IAGA:BGH
"['Baguio', 'IAGA:BAG']",IAGA:BAG
"['Baker.Lake', 'IAGA:BLC']",Baker.Lake
"['Baldwin', 'IAGA:BAL']",IAGA:BAL
"['Bangkok', 'IAGA:BKK']",IAGA:BKK
"['Bangui', 'IAGA:BNG']",IAGA:BNG
"['Bar.Gyora', 'IAGA:BGY']",Bar.Gyora
"['Barentsburg', 'IAGA:BBG']",Barentsburg
"['Barnaul', 'IAGA:BRN']",IAGA:BRN
"['Barrackpore', 'IAGA:BAP']",Barrackpore
"['Barrow', 'IAGA:BRW']",IAGA:BRW
"['Barter.Island', 'IAGA:BTI']",Barter.Island
"['Barth', 'IAGA:BAH']",IAGA:BAH
"['Batavia', 'IAGA:BTV']",IAGA:BTV
"['Bay.St.Louis', 'IAGA:BSL']",Bay.St.Louis
"['Bei-Jing', 'IAGA:BJI']",Bei-Jing
"['Beijing.Ming.Tombs', 'IAGA:BMT']",Beijing.Ming.Tombs
"['Beliy.Island', 'IAGA:BEY']",Beliy.Island
"['Beloit', 'IAGA:BLT']",IAGA:BLT
"['Belsk', 'IAGA:BEL']",IAGA:BEL
"['Karaganda', 'IAGA:KGD']",Karaganda
"['Beuthen', 'IAGA:BEU']",IAGA:BEU
"['Big.Delta', 'IAGA:BDE']",Big.Delta
"['Binza', 'IAGA:BIN']",IAGA:BIN
"['Bjornoya', 'IAGA:BJN']",Bjornoya
"['Black.Forest', 'IAGA:BFO']",Black.Forest
"['Bochum', 'IAGA:BOC']",IAGA:BOC
"['Bodo', 'IAGA:BOD']",IAGA:BOD
"['Borga', 'IAGA:BGA']",IAGA:BGA
"['Borok', 'IAGA:BOX']",IAGA:BOX
"['Bossekop', 'IAGA:BOP']",Bossekop
"['Boulder', 'IAGA:BOU']",IAGA:BOU
"['Bouzareah', 'IAGA:BZR']",Bouzareah
"['Breslau', 'IAGA:BRE']",IAGA:BRE
"['Brisbane', 'IAGA:BRS']",Brisbane
"['Brorfelde', 'IAGA:BFE']",Brorfelde
"['Bucharest', 'IAGA:BUC']",Bucharest
"['Budakeszi', 'IAGA:BUZ']",Budakeszi
"['Budapest', 'IAGA:BUP']",Budapest
"['Budkov', 'IAGA:BDV']",IAGA:BDV
"['Bunia', 'IAGA:BNA']",IAGA:BNA
"['Burlington', 'IAGA:BRT']",Burlington
"['Byrd.Station.1', 'IAGA:BYR']",Byrd.Station.1
"['Cachoeira.Paulista', 'IAGA:CHP']",Cachoeira.Paulista
"['Cambridge.Bay', 'IAGA:CBB']",Cambridge.Bay
"['Camp.Douglas', 'IAGA:CDS']",Camp.Douglas
"['Campbell.Island', 'IAGA:CAI']",Campbell.Island
"['Canberra', 'IAGA:CNB']",Canberra
"['Cap.Thordsen', 'IAGA:CTH']",Cap.Thordsen
"['Cape.Chelyuskin', 'IAGA:CCS']",Cape.Chelyuskin
"['Cape.Denison', 'IAGA:CDE']",Cape.Denison
"['Cape.Evans', 'IAGA:CEV']",Cape.Evans
"['Cape.Kamenniy', 'IAGA:CKA']",Cape.Kamenniy
"['Cape.Of.Good.Hope', 'IAGA:CGH']",Cape.Of.Good.Hope
"['Cape.Parry', 'IAGA:CPY']",Cape.Parry
"['Cape.Schmidt', 'IAGA:CPS']",Cape.Schmidt
"['Cape.Town', 'IAGA:CTO']",Cape.Town
"['Cape.Wellen', 'IAGA:CWE']",Cape.Wellen
"['Cape.Zhelania', 'IAGA:CZA']",Cape.Zhelania
"['Capodimonte', 'IAGA:CPD']",Capodimonte
"['Capri', 'IAGA:CPI']",IAGA:CPI
"['Carrollton', 'IAGA:CAX']",Carrollton
"['Casey', 'IAGA:CSY']",IAGA:CSY
"['Casper', 'IAGA:CSR']",IAGA:CSR
"['Castellaccio', 'IAGA:CAO']",Castellaccio
"['Castello.Tesino', 'IAGA:CTS']",Castello.Tesino
"['Castle.Rock', 'IAGA:CRC']",Castle.Rock
"['Cebu', 'IAGA:CCP']",IAGA:CCP
"['Cha-Pa', 'IAGA:CPA']",IAGA:CPA
"['Chambon.La.Foret', 'IAGA:CLF']",Chambon.La.Foret
"['Changchun', 'IAGA:CNH']",Changchun
"['Charcot', 'IAGA:CTX']",IAGA:CTX
"['Charters.Towers', 'IAGA:CTA']",Charters.Towers
"['Cheltenham', 'IAGA:CLH']",Cheltenham
"['Chengdu', 'IAGA:CDP']",IAGA:CDP
"['Chesterfield.Inlet', 'IAGA:CFI']",Chesterfield.Inlet
"['Chichijima', 'IAGA:CBI']",Chichijima
"['Chiclayo', 'IAGA:CCL']",Chiclayo
"['Chilbolton', 'IAGA:CLB']",Chilbolton
"['Chimbote', 'IAGA:CMB']",Chimbote
"['Chiripa', 'IAGA:CRP']",IAGA:CRP
"['Chittagong', 'IAGA:CHT']",Chittagong
"['Christchurch', 'IAGA:CHR']",Christchurch
"['Clausthal', 'IAGA:CLZ']",Clausthal
"['Climax', 'IAGA:CLI']",IAGA:CLI
"['Coimbra', 'IAGA:COI']",IAGA:COI
"['Colaba', 'IAGA:CLA']",IAGA:CLA
"['College', 'IAGA:CMO']",IAGA:CMO
"['Collmberg', 'IAGA:CLL']",Collmberg
"['Colorado.Springs', 'IAGA:CSS']",Colorado.Springs
"['Copenhagen', 'IAGA:COP']",Copenhagen
"['Port.Alfred', 'IAGA:CZT']",Port.Alfred
"['Cuajimalpa', 'IAGA:CUA']",Cuajimalpa
"['Cuzco', 'IAGA:CUS']",IAGA:CUS
"['Dalat', 'IAGA:DLT']",IAGA:DLT
"['Dalian', 'IAGA:DLN']",IAGA:DLN
"['Dallas', 'IAGA:DAL']",IAGA:DAL
"['Dar.Es.Salaam', 'IAGA:DRS']",Dar.Es.Salaam
"['Darwin', 'IAGA:DAR']",IAGA:DAR
"['Davao', 'IAGA:DAV']",IAGA:DAV
"['Davis', 'IAGA:DVS']",IAGA:DVS
"['De.Bilt', 'IAGA:DBN']",IAGA:DBN
"['Dehra.Dun', 'IAGA:DDI']",Dehra.Dun
"['Dekelia', 'IAGA:DEK']",IAGA:DEK
"['Del.Rio', 'IAGA:DLR']",IAGA:DLR
"['Discovery.Bay.North', 'IAGA:DIS']",Discovery.Bay.North
"['Discovery.Bay.South', 'IAGA:HUT']",Discovery.Bay.South
"['Dixon', 'IAGA:DIK']",IAGA:DIK
"['Djibouti', 'IAGA:DJI']",Djibouti
"['Dombas', 'IAGA:DOB']",IAGA:DOB
"['Dome.Concordia', 'IAGA:DMC']",Dome.Concordia
"['Dome.Fuji', 'IAGA:DMF']",Dome.Fuji
"['Donnersberg', 'IAGA:DNB']",Donnersberg
"['Dourbes', 'IAGA:DOU']",IAGA:DOU
"['Dublin', 'IAGA:DUB']",IAGA:DUB
"['Dumont.Durville', 'IAGA:DRV']",Dumont.Durville
"['Durham', 'IAGA:DUR']",IAGA:DUR
"['Dusheti', 'IAGA:TFS']",IAGA:TFS
"['Dymer', 'IAGA:KIV']",IAGA:KIV
"['East.Anglia', 'IAGA:EAA']",East.Anglia
"['Easter.Island', 'IAGA:EIC']",Easter.Island
"['Eastport', 'IAGA:ETP']",Eastport
"['Ebro', 'IAGA:EBR']",IAGA:EBR
"['Eielson.AFB', 'IAGA:ENB']",Eielson.AFB
"['Eights.Station', 'IAGA:EGS']",Eights.Station
"['Eilat', 'IAGA:ELT']",IAGA:ELT
"['El.Abiod.Sidi', 'IAGA:EAS']",El.Abiod.Sidi
"['Elizabethville', 'IAGA:ELI']",Elizabethville
"['Enkoping', 'IAGA:ENK']",Enkoping
"['Esashi', 'IAGA:ESA']",IAGA:ESA
"['Eskdalemuir', 'IAGA:ESK']",Eskdalemuir
"['Eskimo.Point', 'IAGA:EKP']",Eskimo.Point
"['Espanola', 'IAGA:EPN']",Espanola
"['Etah', 'IAGA:ETA']",IAGA:ETA
"['Etaiyapuram', 'IAGA:ETT']",Etaiyapuram
"['Eureka', 'IAGA:EUA']",IAGA:EUA
"['Eusebio', 'IAGA:EUS']",IAGA:EUS
"['Eyrewell', 'IAGA:EYR']",Eyrewell
"['Falmouth', 'IAGA:FAL']",Falmouth
"['Fanning.Island', 'IAGA:FAN']",Fanning.Island
"['Flensburg', 'IAGA:FLE']",Flensburg
"['Floeberg.Beach', 'IAGA:FLB']",Floeberg.Beach
"['Fort.Chipewyan', 'IAGA:FCP']",Fort.Chipewyan
"['Fort.Churchill.2', 'IAGA:FCC']",Fort.Churchill.2
"['Fort.Conger', 'IAGA:FCR']",Fort.Conger
"['Fort.Mcmurray', 'IAGA:FMM']",Fort.Mcmurray
"['Fort.Rae', 'IAGA:FRA']",Fort.Rae
"['Fort.Severn', 'IAGA:FSV']",Fort.Severn
"['Fort.Simpson', 'IAGA:FSP']",Fort.Simpson
"['Fort.Smith', 'IAGA:FSM']",Fort.Smith
"['Fort.Yukon', 'IAGA:FYU']",Fort.Yukon
"['Fredericksburg', 'IAGA:FRD']",Fredericksburg
"['Freetown', 'IAGA:FTN']",Freetown
"['Freiberg', 'IAGA:FRB']",Freiberg
"['Fresno', 'IAGA:FRN']",IAGA:FRN
"['Fuquene', 'IAGA:FUQ']",IAGA:FUQ
"['Furstenfeldbruck', 'IAGA:FUR']",Furstenfeldbruck
"['Gauss.Station', 'IAGA:GAS']",Gauss.Station
"['Gelania', 'IAGA:GEL']",IAGA:GEL
"['Genova.C', 'IAGA:GEN']",Genova.C
"['Genova.Monte.Capellino', 'IAGA:MCP']",Genova.Monte.Capellino
"['Georg.Von.Neumayer', 'IAGA:GVN']",Georg.Von.Neumayer
"['Gibilmanna', 'IAGA:GIB']",Gibilmanna
"['Gilgit', 'IAGA:GIT']",IAGA:GIT
"['Gillam', 'IAGA:GIM']",IAGA:GIM
"['Girardville', 'IAGA:GIR']",Girardville
"['Gjoahavn', 'IAGA:GJO']",Gjoahavn
"['Glenlea', 'IAGA:GLN']",IAGA:GLN
"['Gnangara', 'IAGA:GNA']",Gnangara
"['Godhavn', 'IAGA:GDH']",IAGA:GDH
"['Godthaab', 'IAGA:GHB']",Godthaab
"['Golmud', 'IAGA:GLM']",IAGA:GLM
"['Gonzales.Videla', 'IAGA:GVD']",Gonzales.Videla
"['Vladivostok', 'IAGA:VLA']",Vladivostok
"['Gottingen-1', 'IAGA:GOT']",Gottingen-1
"['Gottingen-2', 'IAGA:GTT']",Gottingen-2
"['Grahamstown', 'IAGA:GRM']",Grahamstown
"['Great.Wall.Station', 'IAGA:GTW']",Great.Wall.Station
"['Great.Whale.River', 'IAGA:GWC']",Great.Whale.River
"['Greenwich', 'IAGA:GRW']",Greenwich
"['Grocka', 'IAGA:GCK']",IAGA:GCK
"['Gross.Raum', 'IAGA:GRR']",Gross.Raum
"['Grytviken', 'IAGA:GTV']",Grytviken
"['Guam', 'IAGA:GUA']",IAGA:GUA
"['Guangzhou', 'IAGA:GZH']",Guangzhou
"['Guimar', 'IAGA:GUI']",IAGA:GUI
"['Hackney.Wick.1', 'IAGA:HWK']",Hackney.Wick.1
"['Hackney.Wick.2', 'IAGA:BYH']",Hackney.Wick.2
"['Hallet', 'IAGA:HLL']",IAGA:HLL
"['Halley.Bay', 'IAGA:HBA']",Halley.Bay
"['Hamburg', 'IAGA:HAM']",IAGA:HAM
"['Hankasalmi', 'IAGA:HAN']",Hankasalmi
"['Hartebeesthoek', 'IAGA:HBK']",Hartebeesthoek
"['Hartland', 'IAGA:HAD']",Hartland
"['Hatizyo', 'IAGA:HTY']",IAGA:HTY
"['Havana', 'IAGA:HVN']",IAGA:HVN
"['Hayriver', 'IAGA:HRI']",Hayriver
"['Healy', 'IAGA:HEA']",IAGA:HEA
"['Heard.Island', 'IAGA:HII']",Heard.Island
"['Heiss.Island', 'IAGA:HIS']",Heiss.Island
"['Hel', 'IAGA:HLP']",IAGA:HLP
"['Helsinki', 'IAGA:HLS']",Helsinki
"['Helwan', 'IAGA:HLW']",IAGA:HLW
"['Herchmer', 'IAGA:HCR']",Herchmer
"['Hermanus', 'IAGA:HER']",Hermanus
"['Hermsdorf', 'IAGA:HDF']",Hermsdorf
"['Hobart', 'IAGA:HBT']",IAGA:HBT
"['Hollandia', 'IAGA:HNA']",Hollandia
"['Holsteinsborg', 'IAGA:HST']",Holsteinsborg
"['Hong.Kong.1', 'IAGA:HKC']",Hong.Kong.1
"['Honolulu.1-2-3', 'IAGA:HON']",Honolulu.1-2-3
"['Hornsund', 'IAGA:HRN']",Hornsund
"['Huancayo', 'IAGA:HUA']",Huancayo
"['Hurbanovo', 'IAGA:HRB']",Hurbanovo
"['Husafell', 'IAGA:HUS']",Husafell
"['Hyderabad', 'IAGA:HYB']",Hyderabad
"['Ibadan', 'IAGA:IBD']",IAGA:IBD
"['Ile-Ife', 'IAGA:IIF']",IAGA:IIF
"['Inge.Lehmann', 'IAGA:ILN']",Inge.Lehmann
"['Inuvik', 'IAGA:INK']",IAGA:INK
"['Iqaluit', 'IAGA:IQA']",IAGA:IQA
"['Isachsen', 'IAGA:ISC']",Isachsen
"['Islamabad', 'IAGA:ISP']",Islamabad
"['Island.Lake', 'IAGA:ISL']",Island.Lake
"['Istanbul.Kandilly', 'IAGA:ISK']",Istanbul.Kandilly
"['Ivalo', 'IAGA:IVA']",IAGA:IVA
"['Ivigtut', 'IAGA:IVI']",IAGA:IVI
"['Iznik', 'IAGA:IZN']",IAGA:IZN
"['Jaipur', 'IAGA:JAI']",IAGA:JAI
"['Jaluit', 'IAGA:JAL']",IAGA:JAL
"['Jan.Mayen', 'IAGA:JMI']",Jan.Mayen
"['Janow', 'IAGA:YNV']",IAGA:YNV
"['Jarvis.Island', 'IAGA:JRV']",Jarvis.Island
"['Jassy', 'IAGA:JSS']",IAGA:JSS
"['Jekman.Island', 'IAGA:JKI']",Jekman.Island
"['Johnson.Point', 'IAGA:JOP']",Johnson.Point
"['Julianehaab', 'IAGA:JUL']",Julianehaab
"['Kakadu', 'IAGA:KDU']",IAGA:KDU
"['Kakioka', 'IAGA:KAK']",IAGA:KAK
"['Kaliningrad-1', 'IAGA:KLD']",Kaliningrad-1
"['Kaliningrad-2', 'IAGA:KNG']",Kaliningrad-2
"['Kamenniyj.Mys', 'IAGA:KAM']",Kamenniyj.Mys
"['Kandalaksha', 'IAGA:KND']",Kandalaksha
"['Kanoya', 'IAGA:KNY']",IAGA:KNY
